ID	DOCULECT	REGION	CONCEPT	DOMAIN	VALUE	COMMENT	DONOR
2877	Rutul_M	Rutul	the grape	Food and drink	т1ымыл		other
2878	Rutul_M	Rutul	the hammer	Basic actions and technology	сант		other
2879	Rutul_M	Rutul	the clan	Social and political relations	тухум		turk
2880	Rutul_M	Rutul	the clan	Social and political relations	арха		other
2881	Rutul_M	Rutul	the clan	Social and political relations	махле		other
2882	Rutul_M	Rutul	the poison	The body	увгъу		other
2883	Rutul_M	Rutul	the boundary	Social and political relations	саргьат		turk
2884	Rutul_M	Rutul	the guard	Warfare and hunting	нуьк1вар		other
2885	Rutul_M	Rutul	the sledge/sled	Motion	сиде	?	other
2886	Rutul_M	Rutul	the price	Possession	кьимет		turk
2887	Rutul_M	Rutul	the saw	Basic actions and technology	кирдаб		other
2888	Rutul_M	Rutul	the saw	Basic actions and technology	дархилаг		other
2889	Rutul_M	Rutul	the medicine	The body	дарман		turk
2890	Rutul_M	Rutul	the potato	Food and drink	картушка		rus
2891	Rutul_M	Rutul	the family	Kinship	хизан		other
2892	Rutul_M	Rutul	the glue	Basic actions and technology	клей		rus
2893	Rutul_M	Rutul	the glue	Basic actions and technology	гылыш		other
2894	Rutul_M	Rutul	the bridge	Motion	гъа1		other
2895	Rutul_M	Rutul	the friend	Social and political relations	юлдаш		turk
2896	Rutul_M	Rutul	the nail	Basic actions and technology	мысмар		other
2897	Rutul_M	Rutul	the fork(2)/pitchfork	Agriculture and vegetation	хылан		other
2898	Rutul_M	Rutul	the yoke	Motion	хы1ва		other
2899	Rutul_M	Rutul	the tongs	Food and drink	калбатун		turk
2900	Rutul_M	Rutul	the tongs	Food and drink	къац		other
2901	Rutul_M	Rutul	the pumpkin or squash	Agriculture and vegetation	къабах		turk
2902	Rutul_M	Rutul	the spoon	Food and drink	дур		other
2903	Rutul_M	Rutul	the soul or spirit	Emotions and values	йик1		other
2904	Rutul_M	Rutul	the soul or spirit	Emotions and values	ры1гъ		other
2905	Rutul_M	Rutul	the mirror	Clothing and grooming	гюзге		turk
2906	Rutul_M	Rutul	the drum	Speech and language	накьра		turk
2907	Rutul_M	Rutul	the maize/corn	Agriculture and vegetation	къаргъудели		turk
2908	Rutul_M	Rutul	the felt	Clothing and grooming	бегиг	?	other
2909	Rutul_M	Rutul	the master	Social and political relations	иесси		other
2910	Rutul_M	Rutul	the slave	Social and political relations	нуькьва		other
2911	Rutul_M	Rutul	the needle(1)	Clothing and grooming	руб		other
2912	Rutul_M	Rutul	the corpse	The body	майит		other
2913	Rutul_M	Rutul	the work	Basic actions and technology	к1валах		other
2914	Rutul_M	Rutul	the flour	Food and drink	ху1р		other
2915	Rutul_M	Rutul	the axe/ax	Basic actions and technology	балта		turk
2916	Rutul_M	Rutul	the floor	The house	джил		other
2917	Rutul_M	Rutul	the cat	Animals	гет		other
2918	Rutul_M	Rutul	the wall	The house	мас		other
2919	Rutul_M	Rutul	the cattle	Animals	малбыр		turk
2920	Rutul_M	Rutul	the debt	Possession	бырдж		other
2921	Rutul_M	Rutul	the uncle	Kinship	гагай		other
2922	Rutul_M	Rutul	the pig	Animals	дунгъуз		turk
2923	Rutul_M	Rutul	the cock/rooster	Animals	дадал		other
2924	Rutul_M	Rutul	the belt	Clothing and grooming	ч1ил		other
2925	Rutul_M	Rutul	the oak	Animals	ма1хв		other
2926	Rutul_M	Rutul	the thread	Clothing and grooming	ухур		other
2927	Rutul_M	Rutul	the iron	Basic actions and technology	йилег		other
2928	Rutul_M	Rutul	the grandmother	Kinship	бабай		other
2929	Rutul_M	Rutul	the wolf	Animals	убул		other
2930	Rutul_M	Rutul	the widow	Kinship	хиндандай		other
2931	Rutul_M	Rutul	the grandfather	Kinship	бубадид		other
2932	Rutul_M	Rutul	the mushroom	Agriculture and vegetation	паф		other
2933	Rutul_M	Rutul	the voice	Speech and language	сес		turk
2934	Rutul_M	Rutul	the guest	Social and political relations	мигьман		other
2935	Rutul_M	Rutul	the beak	The body	к1ухь		other
2936	Rutul_M	Rutul	the wedding	Kinship	дават		other
2937	Rutul_M	Rutul	the spider	Animals	хашанк1валый		other
2938	Rutul_M	Rutul	the flower	Agriculture and vegetation	быч1		other
2939	Rutul_M	Rutul	the earthquake	The physical world		?	NA
2940	Rutul_M	Rutul	the scar	The body	лышан га		other
2941	Rutul_M	Rutul	the walking stick	Social and political relations	т1ат1ал		other
2942	Rutul_M	Rutul	the aunt	Kinship	гай		other
2943	Rutul_M	Rutul	the shoulderblade	The body	балган		other
2944	Rutul_M	Rutul	the dust	The physical world	туз		turk
2945	Rutul_M	Rutul	the lizard	Animals		?	NA
2946	Rutul_M	Rutul	the twins	Kinship	к1ут1хаймыр		other
2947	Rutul_M	Rutul	the old man	Kinship	к1асды		other
2948	Rutul_M	Rutul	the ladder	The house	магъа1д		other
2949	Rutul_M	Rutul	the thing	Possession	кар		other
2950	Rutul_M	Rutul	the boar	Animals	дунгъуз		other
2951	Rutul_M	Rutul	the gate	The house	дарвазыбыр		turk
2952	Rutul_M	Rutul	the door	The house	рак1		other
2953	Rutul_M	Rutul	the orphan	Kinship	етим		turk
2954	Rutul_M	Rutul	the steam	The physical world	бугъ		other
2955	Rutul_M	Rutul	the waterfall	The physical world	хьед абыр	... вода падающая место	other
2956	Rutul_M	Rutul	the frog	Animals	мы1хъ	?	other
2957	Rutul_M	Rutul	the ring	Clothing and grooming		?	NA
2958	Rutul_M	Rutul	the song	Modern world	макьни		turk
2959	Rutul_M	Rutul	the bat	Animals	магъыд	?	other
2960	Rutul_M	Rutul	the earring	Clothing and grooming	халхад	?	other
2961	Rutul_M	Rutul	the snail	Animals	т1ибилкъад	?	other
2962	Rutul_M	Rutul	the widower	Kinship	хиндандай		other
2963	Rutul_M	Rutul	the light	The physical world	исю	?	other
2964	Rutul_M	Rutul	the path	Motion	джыгъыр		turk
2965	Rutul_M	Rutul	the neighbour	Social and political relations	къумши		turk
2966	Rutul_M	Rutul	the bracelet	Clothing and grooming	лимаг	?	other
2967	Rutul_M	Rutul	the clothing or clothes	Clothing and grooming	валыг		other
2968	Rutul_M	Rutul	the cave	The physical world	шам		other
2969	Rutul_M	Rutul	the arrow	Agriculture and vegetation	ейъух		other
2970	Rutul_M	Rutul	the body	The body	беден		turk
2971	Rutul_M	Rutul	the year	Time	сен		other
2972	Rutul_M	Rutul	the sound or noise	Sense perception	сес		turk
2973	Rutul_M	Rutul	the mortar(1)	The house		?	NA
2974	Rutul_M	Rutul	the temples	Food and drink	кьылт1ан		other
2975	Rutul_M	Rutul	the skull	The body	кьафас		other
2976	Rutul_M	Rutul	the broom	Basic actions and technology	мугул		other
2977	Rutul_M	Rutul	the thief	Law	сырыхчи		other
2978	Rutul_M	Rutul	the father-in-law (of a woman)	Kinship	гагай		other
2979	Rutul_M	Rutul	the beard	The body	мыч1ри		other
2980	Rutul_M	Rutul	the comb	Clothing and grooming	ра1гъ		other
2981	Rutul_M	Rutul	the nape of the neck	The body	та1хъ		other
2982	Rutul_M	Rutul	the dew	The physical world	чий		other
2983	Rutul_M	Rutul	the collarbone	The body	гъунад гъа1		other
2984	Rutul_M	Rutul	the bark	Agriculture and vegetation	къабых		other
2985	Rutul_M	Rutul	the lightning	The physical world	ц1ай рапын		other
2986	Rutul_M	Rutul	the wasp	Animals	ч1ирид гъуба		other
2987	Rutul_M	Rutul	the bow	Animals	ейъух		other
2988	Rutul_M	Rutul	the pestle	Food and drink	к1ар		other
2989	Rutul_M	Rutul	the owl	Animals	т1ыб		other
2990	Rutul_M	Rutul	the rope	Basic actions and technology	гьаван		other
2991	Rutul_M	Rutul	the tick	Animals	бакьакьай		other
2992	Rutul_M	Rutul	the nettle	Agriculture and vegetation	магъвал		other
2993	Rutul_M	Rutul	the foam	The physical world	кубук		turk
2994	Rutul_M	Rutul	the fish	Animals	балугъ		turk
2995	Rutul_M	Rutul	the hare	Animals	гъы1д		other
2996	Rutul_M	Rutul	the goitre/goiter	Kinship		?	NA
2997	Rutul_M	Rutul	the butterfly	Animals	т1еб дебил		other
2998	Rutul_M	Rutul	the wood	The physical world	ус		other
2999	Rutul_M	Rutul	the stepmother	Kinship	джурхуд нин		other
3000	Rutul_M	Rutul	the rainbow	The physical world	ха1ле ваза		other
3001	Rutul_M	Rutul	the spine	The body	гваргыд ха1д		other
3002	Rutul_M	Rutul	the wrist	The body		?	NA
3003	Rutul_M	Rutul	the footprint	The body	хылид т1ум		other
3004	Rutul_M	Rutul	the whetstone	Basic actions and technology	чарх		other
3005	Rutul_M	Rutul	the father-in-law (of a man)	Kinship	гаг		other
3006	Rutul_M	Rutul	the nest	Animals	эку		other
3007	Rutul_M	Rutul	the worm	Animals	мулюх		other
3008	Rutul_M	Rutul	the cousin	Kinship		?	NA
3009	Rutul_M	Rutul	the navel	The body	ухнид дан		other
3010	Rutul_M	Rutul	the mother-in-law (of a man)	Kinship	га1нин		other
3011	Rutul_M	Rutul	the ant	Animals	дзыдзах		other
3012	Rutul_M	Rutul	the tree stump	Agriculture and vegetation	дунк		other
3013	Rutul_M	Rutul	the stepfather	Kinship	джухуд дид		other
3014	Rutul_M	Rutul	the tail	The body	джибыр		other
3015	Rutul_M	Rutul	the claw	The body	к1ванч1		other
3016	Rutul_M	Rutul	the wing	The body	къанат		turk
3017	Rutul_M	Rutul	the shade or shadow	The physical world	а1хъ		other
3018	Rutul_M	Rutul	the ankle	The body	т1ур		other
3019	Rutul_M	Rutul	the grasshopper	Animals	ц1ыц1		other
3020	Rutul_M	Rutul	the thunder	The physical world		?	NA
3021	Rutul_M	Rutul	the beeswax	Animals	мылах		other
3022	Rutul_M	Rutul	the sand	The physical world	къум		turk
3023	Rutul_M	Rutul	the clay	Basic actions and technology	к1еттал		other
3024	Rutul_M	Rutul	the blister	The body		?	NA
3025	Rutul_M	Rutul	the egg	Food and drink	гъылыгъ		other
3026	Rutul_M	Rutul	the earlobe	The body	убруд гы1		other
3027	Rutul_M	Rutul	the elbow	The body	гюлег		other
3028	Rutul_M	Rutul	the toe	The body	к1ылабыл		other
3029	Rutul_M	Rutul	the spider web	Animals	шанк1алыд хал		other
3030	Rutul_M	Rutul	the lip	The body	бук1быр		other
3031	Rutul_M	Rutul	the thumb	The body	бугылды т1или		other
3032	Rutul_M	Rutul	the fingernail	The body	хьебыр		other
3033	Rutul_M	Rutul	the bruise	The body	хылы валды		other
3034	Rutul_M	Rutul	the brother	Kinship	шу		other
3035	Rutul_M	Rutul	the chin	The body	к1ат		other
3036	Rutul_M	Rutul	the heel	The body	хъув		other
3037	Rutul_M	Rutul	the firewood	The physical world	ус		other
3038	Rutul_M	Rutul	the eyelid	The body	гъыбрибыр		other
3039	Rutul_M	Rutul	the yolk	Food and drink		?	NA
3040	Rutul_M	Rutul	the partridge	Clothing and grooming	гъу1д		other
3041	Rutul_M	Rutul	the sleeve	Spatial relations	хулук		other
3042	Rutul_MS	Rutul	the watermelon	Agriculture and vegetation	хъарпыз		turk
3043	Rutul_MS	Rutul	the barrel	Basic actions and technology	бочка		rus
3044	Rutul_MS	Rutul	the bucket	Basic actions and technology	ведро		rus
3045	Rutul_MS	Rutul	the pea	Agriculture and vegetation	хар		other
3046	Rutul_MS	Rutul	the pear	Agriculture and vegetation	хы1р		other
3047	Rutul_MS	Rutul	the caterpillar	Animals	мулюхъ		other
3048	Rutul_MS	Rutul	the melon	Agriculture and vegetation	къавум		turk
3049	Rutul_MS	Rutul	the cabbage	Food and drink	калям		turk
3050	Rutul_MS	Rutul	the carrot	Agriculture and vegetation	абадур		other
3051	Rutul_MS	Rutul	the rust	Basic actions and technology	мы1хъ		other
3052	Rutul_MS	Rutul	the co-father-in-law	Kinship	къуд		turk
3053	Rutul_MS	Rutul	the father-in-law	Kinship	гаг		other
3054	Rutul_MS	Rutul	the fairy tale	Speech and language	ахъид	?	other
3055	Rutul_MS	Rutul	the violin	Speech and language	кеменча		turk
3056	Rutul_MS	Rutul	the violin	Speech and language	чагъана		other
3057	Rutul_MS	Rutul	the plum	Agriculture and vegetation	кавали		turk
3058	Rutul_MS	Rutul	the herd	Animals	суьруь		turk
3059	Rutul_MS	Rutul	the mother-in-law	Kinship	га1нин		other
3060	Rutul_MS	Rutul	the rosary	Religion and belief	таспягъ		turk
3061	Rutul_MS	Rutul	the whip	Agriculture and vegetation	къамчи		turk
3062	Rutul_MS	Rutul	the sugar	Food and drink	шагар		turk
3063	Rutul_MS	Rutul	the soap	Clothing and grooming	сабын		turk
3064	Rutul_MS	Rutul	the straw	Agriculture and vegetation	на1хв		other
3065	Rutul_MS	Rutul	the wine	Food and drink	чахыр		turk
3066	Rutul_MS	Rutul	the table	The house	стол		rus
3067	Rutul_MS	Rutul	the paper	Speech and language	кагъат		turk
3068	Rutul_MS	Rutul	the shop/store	Possession	NA		NA
3069	Rutul_MS	Rutul	the school	Cognition	мехьтаб		turk
3070	Rutul_MS	Rutul	the mule	Animals	къатир		turk
3071	Rutul_MS	Rutul	the oats	Agriculture and vegetation	гъаргъал		other
3072	Rutul_MS	Rutul	the pencil	Basic actions and technology	кьалям		other
3073	Rutul_MS	Rutul	the turnip	Agriculture and vegetation	кьаъа		other
3074	Rutul_MS	Rutul	the brick	The house	керпич		rus
3075	Rutul_MS	Rutul	the tobacco	Agriculture and vegetation	тютюн		turk
3076	Rutul_MS	Rutul	the towel	Clothing and grooming	десмал		turk
3077	Rutul_MS	Rutul	Saturday	Time	NA		NA
3078	Rutul_MS	Rutul	the pepper	Food and drink	истивут		turk
3079	Rutul_MS	Rutul	the lion	Animals	аслан		turk
3080	Rutul_MS	Rutul	the number	Modern world	гьа1саб	?	other
3081	Rutul_MS	Rutul	the lamp or torch	The house	лемпе		rus
3082	Rutul_MS	Rutul	the lamp or torch	The house	цирцирай		rus
3083	Rutul_MS	Rutul	the lamp or torch	The house	гарч	- лучина	rus
3084	Rutul_MS	Rutul	the week	Time	гьафта		turk
3085	Rutul_MS	Rutul	the candle	The house	гарч	- лучина	turk
3086	Rutul_MS	Rutul	the candle	The house	шам		turk
3087	Rutul_MS	Rutul	the glass	Basic actions and technology	гьайна		other
3088	Rutul_MS	Rutul	the rice	Agriculture and vegetation	дуьгуь		turk
3089	Rutul_MS	Rutul	the cup	Food and drink	мускьаб	?	other
3090	Rutul_MS	Rutul	Thursday	Time		?	NA
3091	Rutul_MS	Rutul	the bottle	Modern world	шуьше		turk
3092	Rutul_MS	Rutul	the pipe	Agriculture and vegetation	хъалиян		other
3093	Rutul_MS	Rutul	the veil	Clothing and grooming	диван		turk
3094	Rutul_MS	Rutul	the pocket	Clothing and grooming	джиб		turk
3095	Rutul_MS	Rutul	the colour/color	Sense perception	ранг		turk
3096	Rutul_MS	Rutul	the gun	Warfare and hunting	тифанг		turk
3097	Rutul_MS	Rutul	the copper	Basic actions and technology	дзыр		other
3098	Rutul_MS	Rutul	the letter	Modern world	кагъат		turk
3099	Rutul_MS	Rutul	the gold	Basic actions and technology	къизил		turk
3100	Rutul_MS	Rutul	Friday	Time	илджюмид йыгъ		other
3101	Rutul_MS	Rutul	the ball	Spatial relations	туп		turk
3102	Rutul_MS	Rutul	the window	The house	гъул		other
3103	Rutul_MS	Rutul	the trousers	Clothing and grooming	баду		other
3104	Rutul_MS	Rutul	the chain	Basic actions and technology	NA		NA
3105	Rutul_MS	Rutul	the fork	Food and drink	чангал		turk
3106	Rutul_MS	Rutul	Wednesday	Time	хьибыси гьафтед		other
3107	Rutul_MS	Rutul	the reindeer/caribou	Animals	джейран		other
3108	Rutul_MS	Rutul	the time	Time	вахт		turk
3109	Rutul_MS	Rutul	the money	Possession	шийбыр		other
3110	Rutul_MS	Rutul	Monday	Time	сабаси гьафтыд		other
3111	Rutul_MS	Rutul	the soup	Food and drink	рыкь		other
3112	Rutul_MS	Rutul	the lead	Basic actions and technology	къургъушин		turk
3113	Rutul_MS	Rutul	Tuesday	Time		?	NA
3114	Rutul_MS	Rutul	the scythe	Agriculture and vegetation	ч1инакь		other
3115	Rutul_MS	Rutul	the sickle	Modern world	араби		other
3116	Rutul_MS	Rutul	the spectacles/glasses	Modern world	ачкибыр		rus
3117	Rutul_MS	Rutul	the spectacles/glasses	Modern world	айнабыр		other
3118	Rutul_MS	Rutul	the paint	Basic actions and technology	ранг		other
3119	Rutul_MS	Rutul	the prison	Law	зулматхана		other
3120	Rutul_MS	Rutul	the prison	Law	дустагъ	?	turk
3121	Rutul_MS	Rutul	the silver	Basic actions and technology	гымыш		turk
3122	Rutul_MS	Rutul	the lock	The house	гюлег		other
3123	Rutul_MS	Rutul	the mortar(2)	The house	кирадж		turk
3124	Rutul_MS	Rutul	the cross	Spatial relations	хач		turk
3125	Rutul_MS	Rutul	the fist	The body	худ		other
3126	Rutul_MS	Rutul	the tiger	Spatial relations	пелянг		turk
3127	Rutul_MS	Rutul	the scabies	The body	къар		other
3128	Rutul_MS	Rutul	the joke	Speech and language	зарафат		turk
3129	Rutul_MS	Rutul	the spade	Agriculture and vegetation	бер		NA
3130	Rutul_MS	Rutul	Sunday	Time	вахадныед йыгъ		other
3131	Rutul_MS	Rutul	the scissors or shears	Basic actions and technology	къадыч1быр		other
3132	Rutul_MS	Rutul	the blanket	The house	юргъан		turk
3133	Rutul_MS	Rutul	the fermented drink	Food and drink	хинче		other
3134	Rutul_MS	Rutul	the fermented drink	Food and drink	буза		rus
3135	Rutul_MS	Rutul	the key	The house	гюлег		other
3136	Rutul_MS	Rutul	the goose	Animals	къаз		turk
3137	Rutul_MS	Rutul	the sea	The physical world	дерьягь		other
3138	Rutul_MS	Rutul	the garden	Agriculture and vegetation	багъ		turk
3139	Rutul_MS	Rutul	the duck	Animals	оьрдег		turk
3140	Rutul_MS	Rutul	the arch	The house	чарх		other
3141	Rutul_MS	Rutul	the wheel	Motion	туп		other
3142	Rutul_MS	Rutul	the grape	Food and drink	т1ымыл		other
3143	Rutul_MS	Rutul	the hammer	Basic actions and technology	сант		other
3144	Rutul_MS	Rutul	the clan	Social and political relations	тухум		turk
3145	Rutul_MS	Rutul	the clan	Social and political relations	ма1хле		other
3146	Rutul_MS	Rutul	the poison	The body	авгъа		other
3147	Rutul_MS	Rutul	the boundary	Social and political relations	саргьат		turk
3148	Rutul_MS	Rutul	the guard	Warfare and hunting	къаравул		turk
3149	Rutul_MS	Rutul	the sledge/sled	Motion	гьараби		other
3150	Rutul_MS	Rutul	the price	Possession	кьимет		turk
3151	Rutul_MS	Rutul	the saw	Basic actions and technology	кирдаб		other
3152	Rutul_MS	Rutul	the medicine	The body	дарман		turk
3153	Rutul_MS	Rutul	the potato	Food and drink	картошка		rus
3154	Rutul_MS	Rutul	the family	Kinship	хизан		other
3155	Rutul_MS	Rutul	the glue	Basic actions and technology	гылыш		other
3156	Rutul_MS	Rutul	the bridge	Motion	гъа		other
3157	Rutul_MS	Rutul	the friend	Social and political relations	дост		turk
3158	Rutul_MS	Rutul	the friend	Social and political relations	юлдаш		turk
3159	Rutul_MS	Rutul	the nail	Basic actions and technology	мысмар		other
3160	Rutul_MS	Rutul	the fork(2)/pitchfork	Agriculture and vegetation	хьылан		other
3161	Rutul_MS	Rutul	the fork(2)/pitchfork	Agriculture and vegetation	кьынгери		other
3162	Rutul_MS	Rutul	the yoke	Motion	хьываъад		other
3163	Rutul_MS	Rutul	the tongs	Food and drink	калбатун		turk
3164	Rutul_MS	Rutul	the pumpkin or squash	Agriculture and vegetation	къабах		turk
3165	Rutul_MS	Rutul	the spoon	Food and drink	дур		other
3166	Rutul_MS	Rutul	the soul or spirit	Emotions and values	йик1		other
3167	Rutul_MS	Rutul	the mirror	Clothing and grooming	гюзге		turk
3168	Rutul_MS	Rutul	the drum	Speech and language	накьра		turk
3169	Rutul_MS	Rutul	the maize/corn	Agriculture and vegetation	каргъаделле		turk
3170	Rutul_MS	Rutul	the felt	Clothing and grooming	тын		other
3171	Rutul_MS	Rutul	the master	Social and political relations	иесси		other
3172	Rutul_MS	Rutul	the slave	Social and political relations	къул		turk
3173	Rutul_MS	Rutul	the needle(1)	Clothing and grooming	руб		other
3174	Rutul_MS	Rutul	the corpse	The body	джаназа		other
3175	Rutul_MS	Rutul	the work	Basic actions and technology	к1валах		other
3176	Rutul_MS	Rutul	the flour	Food and drink	хы1р		other
3177	Rutul_MS	Rutul	the axe/ax	Basic actions and technology	балта		turk
3178	Rutul_MS	Rutul	the floor	The house	джил		other
3179	Rutul_MS	Rutul	the cat	Animals	гет		other
3180	Rutul_MS	Rutul	the wall	The house	мас		other
3181	Rutul_MS	Rutul	the cattle	Animals	малбыр		turk
3182	Rutul_MS	Rutul	the debt	Possession	бырдж		other
3183	Rutul_MS	Rutul	the uncle	Kinship	гагай		other
3184	Rutul_MS	Rutul	the pig	Animals	дунгуз		turk
3185	Rutul_MS	Rutul	the cock/rooster	Animals	дадал		other
3186	Rutul_MS	Rutul	the belt	Clothing and grooming	ч1ил		other
3187	Rutul_MS	Rutul	the oak	Animals	ма1хв		other
3188	Rutul_MS	Rutul	the thread	Clothing and grooming	ухур		other
3189	Rutul_MS	Rutul	the iron	Basic actions and technology	йилаг		other
3190	Rutul_MS	Rutul	the grandmother	Kinship	бабай		other
3191	Rutul_MS	Rutul	the wolf	Animals	убул		other
3192	Rutul_MS	Rutul	the widow	Kinship	хьиндандай		other
3193	Rutul_MS	Rutul	the grandfather	Kinship	бубадид		other
3194	Rutul_MS	Rutul	the mushroom	Agriculture and vegetation	паф		other
3195	Rutul_MS	Rutul	the voice	Speech and language	сес		turk
3196	Rutul_MS	Rutul	the guest	Social and political relations	мигьман		other
3197	Rutul_MS	Rutul	the beak	The body	к1ухь		other
3198	Rutul_MS	Rutul	the wedding	Kinship	дават		other
3199	Rutul_MS	Rutul	the spider	Animals	шанк1ал		other
3200	Rutul_MS	Rutul	the flower	Agriculture and vegetation	быч1		other
3201	Rutul_MS	Rutul	the earthquake	The physical world	чил сит1ы		other
3202	Rutul_MS	Rutul	the scar	The body	лышан		other
3203	Rutul_MS	Rutul	the walking stick	Social and political relations	т1ат1ал		other
3204	Rutul_MS	Rutul	the aunt	Kinship	гай		other
3205	Rutul_MS	Rutul	the shoulderblade	The body	гварг		other
3206	Rutul_MS	Rutul	the dust	The physical world	туз		turk
3207	Rutul_MS	Rutul	the lizard	Animals	ц1ак1арак		other
3208	Rutul_MS	Rutul	the twins	Kinship	кетхаймыр		other
3209	Rutul_MS	Rutul	the old man	Kinship	кьасси		other
3210	Rutul_MS	Rutul	the ladder	The house	NA		NA
3211	Rutul_MS	Rutul	the thing	Possession	кар		other
3212	Rutul_MS	Rutul	the boar	Animals	къабан		rus
3213	Rutul_MS	Rutul	the gate	The house	ракбыр		other
3214	Rutul_MS	Rutul	the door	The house	NA		NA
3215	Rutul_MS	Rutul	the orphan	Kinship	етим		turk
3216	Rutul_MS	Rutul	the steam	The physical world	бугъ		other
3217	Rutul_MS	Rutul	the waterfall	The physical world	хьед...	?	other
3218	Rutul_MS	Rutul	the frog	Animals	хы1б		other
3219	Rutul_MS	Rutul	the ring	Clothing and grooming	мыгъыр		other
3220	Rutul_MS	Rutul	the song	Modern world	ма1кьни		turk
3221	Rutul_MS	Rutul	the bat	Animals	махъыхъ		other
3222	Rutul_MS	Rutul	the earring	Clothing and grooming	убрабыр		other
3223	Rutul_MS	Rutul	the snail	Animals	NA		NA
3224	Rutul_MS	Rutul	the widower	Kinship	хиндандай		other
3225	Rutul_MS	Rutul	the light	The physical world	исуь	?	other
3226	Rutul_MS	Rutul	the path	Motion	ракь		other
3227	Rutul_MS	Rutul	the neighbour	Social and political relations	къумши		turk
3228	Rutul_MS	Rutul	the bracelet	Clothing and grooming	ч1ил		other
3229	Rutul_MS	Rutul	the clothing or clothes	Clothing and grooming	валыг		other
3230	Rutul_MS	Rutul	the cave	The physical world	хъам		other
3231	Rutul_MS	Rutul	the arrow	Agriculture and vegetation	ейъух		other
3232	Rutul_MS	Rutul	the body	The body	беден		turk
3233	Rutul_MS	Rutul	the year	Time	сен		other
3234	Rutul_MS	Rutul	the sound or noise	Sense perception	сес		turk
3235	Rutul_MS	Rutul	the mortar(1)	The house	... къаб		other
3236	Rutul_MS	Rutul	the temples	Food and drink	кьалт1ан		other
3237	Rutul_MS	Rutul	the skull	The body	ейне		other
3238	Rutul_MS	Rutul	the broom	Basic actions and technology	мугул		other
3239	Rutul_MS	Rutul	the thief	Law	дагулчи		turk
3240	Rutul_MS	Rutul	the thief	Law	сырыхчи		turk
3241	Rutul_MS	Rutul	the father-in-law (of a woman)	Kinship	гаг		other
3242	Rutul_MS	Rutul	the beard	The body	мыч1ре		other
3243	Rutul_MS	Rutul	the comb	Clothing and grooming	ра1гъ		other
3244	Rutul_MS	Rutul	the nape of the neck	The body	да1хъ		other
3245	Rutul_MS	Rutul	the dew	The physical world	чи		other
3246	Rutul_MS	Rutul	the collarbone	The body	гуьлькуьт карабыр		other
3247	Rutul_MS	Rutul	the bark	Agriculture and vegetation	кьабых		other
3248	Rutul_MS	Rutul	the lightning	The physical world	ц1ай рапын		other
3249	Rutul_MS	Rutul	the wasp	Animals	ч1ийидгъуба		other
3250	Rutul_MS	Rutul	the bow	Animals	ейъух		other
3251	Rutul_MS	Rutul	the pestle	Food and drink	... к1ар		other
3252	Rutul_MS	Rutul	the owl	Animals	т1ыб		other
3253	Rutul_MS	Rutul	the rope	Basic actions and technology	NA		NA
3254	Rutul_MS	Rutul	the tick	Animals	NA		NA
3255	Rutul_MS	Rutul	the nettle	Agriculture and vegetation	макъвал		other
3256	Rutul_MS	Rutul	the foam	The physical world	кыбык		turk
3257	Rutul_MS	Rutul	the fish	Animals	балугъ		turk
3258	Rutul_MS	Rutul	the hare	Animals	хы1р		other
3259	Rutul_MS	Rutul	the goitre/goiter	Kinship	бугъма		other
3260	Rutul_MS	Rutul	the butterfly	Animals	т1ебебил		other
3261	Rutul_MS	Rutul	the wood	The physical world	ус		other
3262	Rutul_MS	Rutul	the stepmother	Kinship	джурхуд нин		other
3263	Rutul_MS	Rutul	the rainbow	The physical world	ха1ле ваз		other
3264	Rutul_MS	Rutul	the spine	The body	гваргыд ха1		other
3265	Rutul_MS	Rutul	the wrist	The body	хылид хылц1ан		other
3266	Rutul_MS	Rutul	the footprint	The body	хьал		other
3267	Rutul_MS	Rutul	the whetstone	Basic actions and technology	рачад дагьар		other
3268	Rutul_MS	Rutul	the father-in-law (of a man)	Kinship	гаг		other
3269	Rutul_MS	Rutul	the nest	Animals	NA		NA
3270	Rutul_MS	Rutul	the worm	Animals	мулюхъ		other
3271	Rutul_MS	Rutul	the cousin	Kinship	хыди	- одноюродный	other
3272	Rutul_MS	Rutul	the navel	The body	ухнид дан		other
3273	Rutul_MS	Rutul	the mother-in-law (of a man)	Kinship	га1нин		other
3274	Rutul_MS	Rutul	the ant	Animals	дзыдзах		other
3275	Rutul_MS	Rutul	the tree stump	Agriculture and vegetation	дунк		other
3276	Rutul_MS	Rutul	the stepfather	Kinship	джухуд дид		other
3277	Rutul_MS	Rutul	the tail	The body	джибыр		other
3278	Rutul_MS	Rutul	the claw	The body	хьебыр		other
3279	Rutul_MS	Rutul	the wing	The body	къанат		turk
3280	Rutul_MS	Rutul	the shade or shadow	The physical world	а1хъ		other
3281	Rutul_MS	Rutul	the ankle	The body	хьылид хъалцан		other
3282	Rutul_MS	Rutul	the grasshopper	Animals	ц1ыц1		other
3283	Rutul_MS	Rutul	the thunder	The physical world	ц1ай рапын		other
3284	Rutul_MS	Rutul	the beeswax	Animals	мым		turk
3285	Rutul_MS	Rutul	the sand	The physical world	къум		turk
3286	Rutul_MS	Rutul	the clay	Basic actions and technology	к1еддал		other
3287	Rutul_MS	Rutul	the blister	The body	гъеди	?	turk
3288	Rutul_MS	Rutul	the egg	Food and drink	гъулугъ		other
